id,title,score,scored_by,rank,popularity,members,favorites,genres
19574,Qingqing Qi E Leyuan,,,19770,28454,81,0,
19575,Da Erduo Yeye Lixian Ji,,,20865,28667,79,0,
19576,Feiyue Wuqian Nian,,,21357,28617,79,0,
19577,Jue Ding,,,17615,16270,706,1,Comedy
19578,A Mi Luo: Ge Hai Qi Yuan,,,19859,25579,118,0,
19579,A Mi Luo: Kongzhong Dalu,,,19860,26605,102,0,
19580,Kuaile Shi Nengliang,,,18102,28757,78,0,
19581,Can Bao,,,20518,28090,85,0,
19582,Shang Sheng Fanli,,,14873,28802,77,0,
19583,Zhu Cheng Man Youji,,,17236,28727,78,0,
19584,Liu Xing Huan Jian,5.68,218,11950,13774,1339,10,"Action, Fantasy"
19585,Ba Ke Yachi Shai Taiyang,,,20086,27680,88,0,
19586,Wu Shui Qi Yuan Mingzhu Chuan,,,16257,28646,79,0,Fantasy
19587,Tou Xing Jiu Yue Tian: Tongnian Gushi,,,15867,28271,83,0,Comedy
19588,Tou Xing Jiu Yue Tian: Zhentan Xueyuan,,,15867,28199,84,0,Comedy
19589,Jizhan Qi Lun,,,17588,28085,85,0,
19590,Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,6.61,594,6691,12543,1930,2,
19591,Duel Masters King!,5.73,143,11696,14657,1074,2,"Action, Adventure, Comedy, Fantasy"
19592,IDOLiSH7 Third Beat! Part 2,8.34,5888,267,5640,17609,277,Drama
19593,Ji Jia Xuanfeng Jizhan Pian,,,17416,27052,96,0,
19594,Ji Jia Xuanfeng: Xingji Haidao,,,17418,27102,95,0,
19595,Shizi,,,15150,28483,81,0,
19596,Tu Xiao Bei Gushi,,,15918,28395,82,0,
19597,Tu Xiao Bei Anquan Jiaoyu Donghua,,,15914,28275,83,0,
19598,Tu Xiao Bei Chengyu Gushi,,,15916,28750,78,0,
19599,Tu Xiao Bei: Dongwu Qi Yuan,,,15927,28394,82,0,
19600,Tu Xiao Bei: Shenqi de Da Ziran,,,15928,28701,78,0,
19601,Tu Xiao Bei Yuyan Gushi,,,15924,28396,82,0,
19602,Tu Xiao Bei Gongyi Guanggao,,,15918,28250,83,0,
19603,Tu Xiao Bei Shuxue Ketang,,,15920,28278,83,0,
19604,Tu Xiao Bei You Er Gushi (Qimeng Ban),,,15925,28276,83,0,
19605,Tu Xiao Bei Shuxue Qimeng,,,15922,28493,81,0,
19606,Tu Xiao Bei Xiaoxue Gushi,,,15923,28530,80,0,
19607,Tu Xiao Bei Chengyu Xuetang,,,15917,28492,81,0,
19608,Shentong Xiang Tuo,,,15010,28635,79,0,
19609,Jian Mu Chuanqi,,,17434,28562,80,0,Fantasy
19610,Fengkuang Xiao Tang,,,21383,27850,87,0,
19611,Fengkuang Xiao Tang 2nd Season,,,21384,28033,85,0,
19612,Fengkuang Xiao Tang 3rd Season,,,21385,27851,87,0,
19613,Fengkuang Xiao Tang 4th Season,,,21386,28336,82,0,
19614,Fengkuang Xiao Tang 5th Season,,,21387,27997,86,0,
19615,Fengkuang Xiao Tang 6th Season,,,21388,28337,82,0,
19616,Qicai Shijie,,,19739,23500,171,0,
19617,Kuaile Meng Duo Duo,,,18095,26009,111,0,
19618,Chengzi Gushi,,,20644,26153,109,0,
19619,Ben Ben de Xingfu Shenghuo: Xingfu Huayuan,,,20286,27476,90,0,
19620,Ben Ben de Xingfu Shenghuo: Kaixin Linju,,,20285,27767,88,0,
19621,Yubisaki kara Honki no Netsujou 2: Koibito wa Shouboushi,6.31,4225,,5611,17862,326,"Comedy, Hentai"
19622,Liyuanba Biezhuan,,,18336,28704,78,0,
19623,Shaonian Wangyangming,,,14927,28782,77,0,
19624,Lanting Xiao Jingling,,,18217,26247,108,0,Fantasy
19625,Xiao Wan Pi,,,16499,26672,101,0,
19626,Tantan Xiao Dongyuan,,,15612,22829,196,0,
19627,Kung Fu Jiazu: Ben Ben Shu,,,18148,28462,81,0,
19628,Taiji Kedou Chengzhang Ji: Baishi Xi Wu Pian,,,15550,28785,77,0,
19629,Chaoji Pipico,,,20621,28172,84,0,
19630,Songshan Qi Yuan,,,15327,22372,218,0,
19631,Jingling Ai Ya Jiangtang,,,17526,28688,78,0,
19632,Jingling Ai Ya Jiangtang: Kouqiang Jiankang Zhishi,,,17526,28780,77,0,
19633,Yaya Jingling Zhandui,,,16889,28820,77,0,
19634,Bei Wa Xue Zhongwen Hai Xiao Dongwu,,,20283,27821,87,0,
19635,Xiaohe Li Beva,,,16564,28148,84,0,
19636,Beva Gushi,,,20311,27788,87,0,
19637,Beva Qimeng Yingwen Yanse,,,20312,28164,84,0,
19638,Yi Tang Xiao Gushi,,,16920,23642,165,0,
19639,Du Du Xiao Bashi: Ciyu Chengbao,,,21209,28833,77,0,
19640,Du Du Xiao Bashi: Jiankang Pian,,,21211,28610,79,0,
19641,Du Du Xiao Bashi: Hanzi Chengbao,,,21210,28834,77,0,
19642,Du Du Xiao Bashi: Shuxue Chengbao,,,21211,28614,79,0,
19643,Du Du Xiao Bashi Zhi Cheng Chang Pian,,,21207,28833,77,0,
19644,Nushen De Sheng Dou Shi,,,19232,26278,107,0,Comedy
19645,Babu Dou,,,20095,24214,148,0,
19646,Da Jing Xiao Guai,,,20871,25323,123,0,"Comedy, Horror"
19647,Meng Jiangnu,,,18631,28704,78,0,
19648,Meng Jiangnu (2018),,,18632,28505,81,0,
19649,Chocomatsu-san: Valentine's Day-hen,5.94,368,10596,12861,1739,4,Comedy
19650,Zhongwai Mingren Chengzhang Gushi,,,17230,28077,85,0,
19651,Xing Zi Xiao Chu Shen,,,16699,24090,152,0,"Fantasy, Gourmet"
19652,Tu Boshi Yu Xiaojin Dou,,,15910,28091,85,0,
19653,Peng Peng Huan Youji,,,19487,27816,87,0,
19654,Taigong Qi Shu,,,15548,24175,150,0,
19655,Ju Neng Zi,,,17613,27456,91,0,Fantasy
19656,Hei Dou Mu Zi Qiyu Ji,,,21886,28345,82,0,
19657,Xiao Fan Gongzuo Ji,,,16405,28410,82,0,
19658,Mumu Xiong Huanqiu Tansuo,,,18962,26692,101,0,"Adventure, Fantasy"
19659,Doudou Yuzhou Da Maoxian,,,21186,27524,90,0,Fantasy
19660,Tulou Tanxian: Niuniu He Niuniu,,,15934,27918,86,0,Fantasy
19661,Xing Da Donghua Xilie: Shuguo Leyuan,,,16661,28387,82,0,
19662,Tongzi Chuanqi,,,15845,28393,82,0,
19663,Tongzi Chuanqi: Jixiang Zhongguo,,,15848,28246,83,0,
19664,Tongzi Chuanqi: Da Nao Zhao Cai Dao,,,15847,28245,83,0,
19665,Tongzi Chuanqi: Zhao Cai Dao Zongdongyuan,,,15849,28247,83,0,
19666,Xiao Zhu Waiwai,,,16551,28147,84,0,
19667,Dan Baobao Riji,,,20933,27961,86,0,
19668,Tegong Tu: Xin De Maoxian,,,15653,24728,136,0,Fantasy
19669,Tegong Tu: Shenmi De Wangzhan,,,15652,27346,92,0,Fantasy
19670,Tuzi Moli,,,15966,27805,87,0,Fantasy
19671,Yi Tang Piyingxi Sunzi Bingfa,,,16918,28069,85,0,
19672,Yu Liu Li,,,17024,28396,82,0,
19673,Caise Dou Yuan,,,20516,27136,95,0,Fantasy
19674,Xiaoqiang Yijia,,,16589,28384,82,0,
19675,Buding Xiao Zhen: Chengyu Juchang,,,20449,26916,98,0,Fantasy
19676,Buding Xiao Zhen: Quwei Zhishi Wu,,,20450,26917,98,0,Fantasy
19677,Buding Xiao Zhen: Baike Changshi Ketang,,,20448,26735,100,0,Fantasy
19678,Buding Xiao Zhen: Anquan Changshi Ketang,,,20448,26596,102,0,Fantasy
19679,Fu Guo Xi Mei Kepu Xiao Yuandi,,,21418,27698,88,0,
19680,Xingxing Muchang: Xingxing de Haizi,,,16728,27775,88,0,Fantasy
19681,Xingxing Muchang: Ban Ni Chengzhang,,,16725,27970,86,0,Fantasy
19682,Xingxing Muchang: Mengxiang de Liliang,,,16727,27941,86,0,Fantasy
19683,Xingxing Muchang: Xingfu Jiayuan,,,16727,27825,87,0,Fantasy
19684,Can Wa Yu Tianchi Guaishou,,,20519,24550,140,0,Fantasy
19685,Zhili Shuxue Da Pengche,,,17189,28900,76,0,
19686,Minghua Shen Jian Lixian Ji,,,18755,28645,79,0,
19687,Meng Hui Gu Su Cheng: Shiluo Di Ditu,,,18627,28220,84,0,Fantasy
19688,Xiao Tianshi Yu Boss Zhang,,,16487,26583,103,0,Comedy
19689,Maiya Wang Ertong Chengzhang Jiaoyu Donghua,,,18450,28508,81,0,
19690,You Er Richang Shenghuo Daquan,,,16990,28466,81,0,
19691,Amu Gou He Dingding Mao,,,19945,27129,95,0,
19692,You Bei Zaojiao Zongdongyuan,,,16988,28726,78,0,
19693,Xing Da Xing Donghua Xilie Zhi Huanle Xiu,,,16663,28791,77,0,
19694,Man Jie Guoxue Xilie: Yuyan Gushi,,,18482,28641,79,0,
19695,Man Jie Guoxue Xilie: Chengyu Gushi,,,18481,28766,78,0,
19696,Xiao Xiaocongming Xing,,,16514,28894,76,0,
19697,Ha Li Xinsuan Koujue Tiantian Lian,,,21743,28700,78,0,
19698,Yueliang Zhen de Baozang,,,17050,28797,77,0,
19699,Sasami 14: Mahou Shoujo Pretty Sammy,,,,16290,703,0,Comedy
19700,Fou Fou Zheng Nengliang,,,21410,26351,106,0,Comedy
19701,Qinshou Chaoren,,,19781,28079,85,0,Comedy
19702,Shuxiang Ji Zhi Tian Yu Chuanqi,,,15247,28128,84,0,
19703,Wei Wo Du Shen,6.1,395,9752,13020,1650,5,"Action, Fantasy"
19704,Yingyu Guoshanche,,,16942,27891,87,0,
19705,Qimiao Mengjing,,,19750,26194,109,0,
19706,Dingding Mao Chengzhang Leyuan: Zhihui Senlin,,,21042,28313,83,0,
19707,Dingding Mao Chengzhang Leyuan: Anquan Zhi Duoshao,,,21041,28731,78,0,
19708,Zhihui Senlin,,,17185,28429,82,0,
19709,Zhonghua Lizhi Lu,,,17220,28660,79,0,
19710,Bo Lulu Wen Shijie,,,20374,28013,85,0,
19711,Maoyan Xiaozi Bao Dada,,,18527,28670,79,0,
19712,Dazhan Ren Xiong Po,,,20981,28830,77,0,
19713,Hu Hu Xiaotiandi,,,22100,28919,75,0,
19714,Senlin Xiao Zhen,,,14843,27851,87,0,Fantasy
19715,Miniforce: Super Dino Power,,,18771,22166,227,0,Action
19716,Choegangjeonsa Miniteuggongdae: Yeong-ung-ui Tansaeng,,,20719,26128,110,0,
19717,Choegang Top Plate Part 2,,,20717,21795,249,0,Action
19718,Mohuan Tuoluo II,,,18860,25861,114,0,Sports
19719,Mohuan Tuoluo: Ji Jia Zhan Che,,,18861,26415,105,0,Sports
19720,Mohuan Tuoluo: Ju Neng Yinqing,,,18861,26454,105,0,Sports
19721,Rexue Sanguo: Sanguo Dingli,,,14545,26744,100,0,Comedy
19722,Zheng Cheng Gong,,,17161,26803,100,0,
19723,Rexue Sanguo: San Gu Maolu,,,14544,27075,95,0,Comedy
19724,Rexue Sanguo: Luanshi Tianxia,,,14543,26961,97,0,Comedy
19725,Rexue Sanguo: Guandu Zhi Zhan,,,14541,28689,78,0,
19726,Zhugong Zai Na,,,17280,28407,82,0,Comedy
19727,Cha A Er Zhong,,,20555,24552,140,0,Comedy
19728,Cha A Er Zhong 2nd Season,,,20556,25310,123,0,Comedy
19729,Cha A Er Zhong 3rd Season,,,20557,24817,133,0,Comedy
19730,Cha A Er Zhong 4th Season,,,20558,24954,130,1,Comedy
19731,Cha A Er Zhong: Pao Mian Fan,,,20564,25234,125,0,Comedy
19732,Cha A Er Zhong: Nan Qin 501,,,20564,25025,129,0,Comedy
19733,Cha A Er Zhong: Ba Ba Ba,,,20561,25088,128,0,Comedy
19734,Cha A Er Zhong: Gaga Yi Ga Si,,,20563,25092,128,0,Comedy
19735,Cha A Er Zhong: Baoxiao Xiao Shipin,,,20562,26530,103,0,
19736,Baoxiao Xiaoyuan,,,20243,26504,104,0,Comedy
19737,Zhiling Baobei,,,17191,27893,87,0,
19738,Ranshao de Shucai,,,14504,27201,94,0,Fantasy
19739,Ranshao de Shucai: Shenqi Dalu,,,14507,27182,94,0,Fantasy
19740,Ranshao de Shucai: Jiayuan Baowei Zhan,,,14506,27171,94,0,Fantasy
19741,Shi Er Xing Hun: Zhanshi Di Juexing,,,15025,27855,87,0,Fantasy
19742,Booky Le Leyuan Xilie: Hao Xiguan Gushi,,,20405,27524,90,0,Fantasy
19743,Booky Le Leyuan Xilie: Shuxue Tiandi,,,20407,27511,90,0,Fantasy
19744,Huanqiu Tonghua Cheng: Antusheng Tonghua,,,22156,28841,77,0,
19745,Agijongbeolle Popo,,,19875,25928,112,0,Fantasy
19746,Shuguo Baodian,,,15194,27939,86,0,Fantasy
19747,Chi Chi de Mimi Riji,,,20650,26918,98,0,
19748,Chi Chi de Mimi Riji 2nd Season,,,20651,27392,91,0,
19749,Banjiui Bimil-ilgi,,,20196,25932,112,0,Comedy
19750,Shanhai Qi Tan,,,14879,26879,98,0,"Adventure, Fantasy"
19751,Yingxiong Fengzicai,,,16938,25723,116,0,
19752,Mala Fuzi,,,18461,27885,87,0,
19753,Dongnan Te Weidui,,,21110,24109,152,0,"Action, Sci-Fi"
19754,Shanmao Jimi: Kuaile Pian,,,14889,28120,84,0,
19755,Hong Ling Jin Yu Wang Xiaoming,,,22029,25414,121,0,Drama
19756,Qiannian Xun,,,19727,28228,84,0,Fantasy
19757,A Fu Xun Gui Ji,,,19856,25809,114,0,
19758,Chifan Shuijiao Da Dou Dou,,,20682,25919,113,0,Comedy
19759,Chifan Shuijiao Da Dou Dou: Dou Te Me Hei,,,20683,25752,116,0,Comedy
19760,Chifan Shuijiao Da Dou Dou: Shenjing Dou,,,20685,25674,117,0,Comedy
19761,Manhua Tianxia,,,18498,28535,80,0,Comedy
19762,Shaonian Chenjingrun,,,14900,28483,81,0,
19763,Daqin Wuhang Shaonian Chuan,,,20967,28588,80,0,
19764,Feng Feng Nongchang,,,21362,28614,79,0,
19765,Feng Feng Nongchang: Fei Chong Dou Dou,,,21363,27673,89,0,Fantasy
19766,Shu Shan Qi Xian Lu,5.92,211,10744,14376,1153,6,Fantasy
19767,Xiao Ban Long Hao Xiguan Peiyang,,,16383,28450,81,0,Fantasy
19768,Xiao Ban Long Ai Tanxian,,,16380,28289,83,0,Fantasy
19769,Xiao Ban Long Shuxue Siwei Qimeng,,,16387,28384,82,0,Fantasy
19770,Xiao Ban Long Xijun Da Zuozhan,,,16387,28408,82,0,Fantasy
19771,Xiao Ban Long Gushi,,,16382,28495,81,0,Fantasy
19772,Xiao Ban Long Kunchong Baike,,,16385,28406,82,0,Fantasy
19773,Xiao Ban Long Huwai Anquan Ke,,,16384,28404,82,0,Fantasy
19774,Xiao Ban Long Haiyang Baike,,,16382,28140,84,0,Fantasy
19775,Shen He DanDan,,,14948,28186,84,0,Fantasy
19776,Jian Meng Sanguo,,,17432,26268,107,0,Comedy
19777,Rexue Xiaojiang,,,14546,26863,98,0,Comedy
19778,Xiaolong Tianpin Gongfang,,,16575,27964,86,0,Fantasy
19779,Feifan Meirenyu,,,21348,27697,88,0,Fantasy
19780,Mobi Chuanshuo,,,18838,28576,80,0,
19781,Wanpi De Kexue,,,16115,26090,110,0,
19782,Gongzhu Qian Qian: Liyi Pian,,,21636,26541,103,0,
19783,Gongzhu Qian Qian: Xiaoyuan Pian,,,21637,28573,80,0,
19784,Kuaile Xiong Doudou,,,18118,28359,82,0,Fantasy
19785,Kuaile Xiong Doudou: Hanzi Baobao,,,18120,28412,82,0,Fantasy
19786,Kuaile Xiong Doudou: Wenzi de Liliang,,,18121,28413,82,0,Fantasy
19787,Shenqi De Da Yunhe,,,14995,25820,114,0,
19788,Kuaile Yuanshi Ren,,,18122,28760,78,0,
19789,Bu Keneng Lian Ai?,,,20432,27663,89,0,Comedy
19790,Chenjiageng De Gushi,,,20646,28157,84,0,
19791,Kexue Guai Boshi: Shenqi de Taiyang Xueyuan,,,17877,28808,77,0,
19792,Cai Liu,,,20505,25768,115,0,Comedy
19793,Mianju Zhanshi,,,18698,28768,78,0,
19794,Hangtian Baobei,,,21820,28960,74,0,
19795,Xiangshu Canting,,,16372,25698,117,0,Fantasy
19796,Feiwu Xiaoshuo,,,21355,26517,104,0,Comedy
19797,Huo Ji Ge,,,22187,28009,86,0,Comedy
19798,Taiyang Baobei: Chengyu Xin Shuo,,,15562,28928,75,0,
19799,Hi! Yali,,,21965,28625,79,0,Comedy
19800,Ba Min Jingling Duo Bao Ji,,,20086,24421,143,0,Fantasy
19801,Shengwu Wangguo Qihuan Zhi Lu,,,14974,28634,79,0,
19802,Chongwu Wuyu,,,20732,27256,93,0,Fantasy
19803,Xiao Ji Lu Bi,,,16431,27759,88,0,Fantasy
19804,Arifureta Shokugyou de Sekai Saikyou: Prologue,6.69,12807,6134,4581,29368,28,Fantasy
19805,Sukekiyo x The Zemeckises Collab Animation,,,15470,22642,204,0,Supernatural
19806,Duo Na Qingjing Yingyu,,,21245,28949,74,0,
19807,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.16,114137,9390,1164,235637,1005,"Adventure, Fantasy, Romance"
19808,Tu Xiao Bei Shi Wan Ge Weisheme,,,15920,28251,83,0,
19809,Fu Guo Xi Mei Kexue Shijie Tanxian Ji,,,21419,28339,82,0,Adventure
19810,Bei Bei Xiong Lixian Ji,,,20275,27389,91,0,
19811,Long Bao Chuang Tianya,,,18338,28612,79,0,
19812,Long Dao Xiao Xia,,,18338,28240,83,0,Fantasy
19813,Gouxiong Jingsai Ji,,,21645,28852,76,0,
19814,Laoshu Biji: Xing You Tianxia,,,18235,27909,86,0,
19815,Laoshu Biji: Shenhai Tanxian,,,18233,28363,82,0,
19816,Laoshu Biji: Tanmi Chengshi,,,18234,28364,82,0,
19817,Daode Sanbai Wen: Laozi Dingguagu,,,20962,28589,80,0,
19818,Renyu Xiao Denglong,,,14531,28777,77,0,
19819,Aisijimo Nuhai,,,19894,26703,101,0,
19820,Natsu no Uta,6.36,270,,17936,507,2,Comedy
19821,Zhongguo Huiben Jingdian Mingzhu Xilie: Shouhui Sanguo,,,17206,28554,80,0,
19822,Zhongguo Huiben Jingdian Mingzhu Xilie: Shouhui Xiyou,,,17208,28555,80,0,
19823,Zhongguo Huiben Jingdian Mingzhu Xilie: Shouhui Shuihu,,,17207,28659,79,0,
19824,Baowei Zhe Chuanqi,,,20240,27388,91,0,
19825,Shen Yan Tian Lang,,,14962,28517,80,0,
19826,Renge Jiaoyu Donghua,,,14521,28431,81,0,
19827,Jian Ti Su Xing: Chengzhang Hao Xiguan,,,17434,28775,77,0,
19828,Cha Gan Hu Xiao Jingling,,,20567,28154,84,0,
19829,Dou Bi Meizi Chuan,,,21146,28333,82,0,Comedy
19830,Zhonghua Lishi Wenhua Mingren,,,17219,28932,75,0,
19831,Qian Yi Kuaile Xiao Baike,,,19718,28584,80,0,
19832,Liu Gong Dao Zhi Yue,,,18329,28532,80,0,
19833,Mayi Gongzhu,,,18557,25806,115,0,"Drama, Fantasy"
19834,Fan Kai Zhe Yi Ye,,,21323,23115,184,0,
19835,Koko Lele: Tong Qu Leyuan,,,17998,28353,82,0,Fantasy
19836,Lei Feng,,,18253,25521,119,0,
19837,Batu de Qimiao Lucheng,,,20263,27820,87,0,
19838,Wu Shi Er He Pingping,,,16255,28756,78,0,
19839,Bang Bang Long Chudong,,,20184,26342,106,0,
19840,Bang Bang Long Chudong 2nd Season,,,20185,26706,101,0,
19841,Bang Bang Long Chudong 3rd Season,,,20186,26805,99,0,
19842,Bang Bang Long Chudong 4th Season,,,20187,26912,98,0,
19843,Xing Wushen Jue,7.01,892,4486,10826,3164,15,"Action, Fantasy"
19844,Long Zhi Gu,,,18354,24716,136,0,"Adventure, Fantasy"
19845,Wu Yingxiong Bu Lianmeng,,,16259,25341,123,0,Comedy
19846,Zhonghua Dizi Gui 2nd Season,,,17219,26310,107,0,
19847,Xiao Pu Lin Bian Bian Bian,,,16464,26693,101,0,
19848,Hao Mao Mimi,,,21835,24498,141,1,
19849,Jinji de Ji Jia: Sheng Jie Fei Tuo,,,17539,27226,93,0,
19850,Didao Zhan: Yingxiong Chu Shaonian,,,21033,28311,83,0,
19851,Lingdong Beng Beng Tu,,,18318,28506,81,0,
19852,Jieqing Shouhu Zhe: Nian Shou Chumo,,,17475,28234,83,0,
19853,Bao Dan Jing Ying,,,20202,24784,134,0,"Comedy, Sci-Fi"
19854,Jimao Xin,,,17489,26187,109,0,
19855,Duo Bao Yijia Ren,,,21241,27693,88,0,Comedy
19856,Duo Bao Yijia Ren: Zhihui Lunyu,,,21241,28031,85,0,Comedy
19857,Todag Todag Kkomo,,,15797,25384,122,0,Comedy
19858,Fengkuang Shidai,,,21379,26326,107,0,Comedy
19859,Fengkuang Shidai 2: Gan Wen LU Zai Hefang,,,21380,26628,102,0,Comedy
19860,Fen Mo Baobei,,,21359,28733,78,0,
19861,Mengxiang Zongdongyuan,,,18665,28222,84,0,
19862,Xiaotong Mao: Miao Xing Laike,,,16589,28103,85,0,Fantasy
19863,Tai Hao Fuxi,,,15537,24093,152,0,
19864,Kepu Zhongguo: Xiao Po Hai Jindu Xilie,,,17862,28785,77,0,
19865,Shenqi Du Shan Yu,,,14999,28234,83,0,
19866,Weiyu Ye Fengkuang,,,16160,27725,88,0,Fantasy
19867,Titi He Kiki: Moli Ketang,,,15770,28493,81,0,Fantasy
19868,Huangdi Shishi,,,22138,28451,81,0,Fantasy
19869,Tutu Zhi Zhen Jia Gongzhu,,,15961,26212,108,0,
19870,Tutu Zhi Shenqi Mogu,,,15961,28055,84,0,
19871,Menghuan Zhuangyuan,,,18658,28791,77,0,
19872,Xingji Xiao Mayi: Gongyi Dashi,,,16715,27885,87,0,Fantasy
19873,Rang Mengxiang Qifei,,,14502,27438,91,0,Fantasy
19874,Mala Xiao Yuanjia,,,18463,27458,91,0,
19875,Xiao Feiji Kaka,,,16406,28712,78,0,
19876,Jisu Liu Kong Qiu,,,17563,27415,91,0,Sports
19877,Shaonian Caocao,,,14899,28781,77,0,
19878,Xingxing Meng,,,16725,28503,81,0,
19879,Geng Cun Minjian Gushi,,,21555,28850,76,0,
19880,Chao Neng Xing: Shikong Yingxiong,,,20598,26713,101,0,Sci-Fi
19881,Peng Peng De Shijie,,,19486,27977,86,0,Fantasy
19882,Xia Xiao Dou,,,16347,28139,84,0,Fantasy
19883,Papa Mama Xiaoshihou De Gushi,,,19467,28425,82,0,
19884,You Er Gushi Dawang,,,16989,28910,75,0,
19885,Xiao Xiao Dou Leyuan,,,16504,27960,86,0,
19886,Yukuai de Shiwumen,,,17061,27575,90,0,Comedy
19887,Chun Chun Chengzhang Ji: Qingchunqi Pian,,,20772,28471,81,0,
19888,Chun Chun Chengzhang Ji: Fangzhi Ertong Yiwai Pian,,,20771,28470,81,0,
19889,Lan Se Julebu,,,18208,28667,79,0,
19890,Shoguo Xiao Zhen,,,15152,28049,85,0,Fantasy
19891,Renzhe Meng Jian Chuan,,,14532,25174,126,0,Comedy
19892,GG Dou,,,21584,26501,104,0,
19893,Bang Bang Tuan Xiang Qian Chong,,,20190,27627,89,0,
19894,Qiaopi Da Zui Mao: Youchang Jiaqi,,,19739,28713,78,0,
19895,Qiaopi Da Zui Mao: Meng Chong Tianxia,,,19738,28842,77,0,
19896,Qiaopi Da Zui Mao: Chengshi Youxia,,,19735,28799,77,0,
19897,Qiaopi Da Zui Mao: Chong Fan Chengshi,,,19737,28712,78,0,
19898,Mutou Cun: Shenqi Luse Xin,,,18968,28423,82,0,
19899,Bai Xiang Zheme Duo,,,20145,26339,106,0,Comedy
19900,Zhu Zhu Xia: Kele Ba,,,17260,27300,93,0,
19901,Xingji Paobing Tuan: Hu Hua Shizhe,,,16712,28501,81,0,Fantasy
19902,Xingji Paobing Tuan: Zhengjiu Secai,,,16713,28215,84,0,Fantasy
19903,Fendou Ba! Songshu Xiao Jian,,,21360,28463,81,0,
19904,Meng Cai Jiadao,,,18625,27352,92,0,Fantasy
19905,Baobei Yi Jia,,,20232,27629,89,0,
19906,Zhege Nusheng Hen Putong,,,17154,28658,79,0,Comedy
19907,Xiao Xian Min Zi,,,16502,28652,79,0,
19908,Nono Zu,,,19201,24720,136,0,Comedy
19909,Jia You Nanhai,,,17428,28922,75,0,
19910,Qin Xin Xiao Huoban,,,19759,28657,79,0,
19911,Xiongmao Dou Bi,,,16785,27974,86,0,Fantasy
19912,Diannao Zongdongyuan,,,21023,28847,76,0,
19913,Kuaile Peng Chacha,,,18099,28789,77,0,
19914,Kuaile Peng Chacha: Guo Cha Cunzhuang de Mimi,,,18100,28790,77,0,
19915,Shengshi Jiaoyang Gushi Yuyan Daquan,,,14971,28259,83,0,
19916,Dudu Xiao Riji,,,21224,28847,76,0,
19917,Xianzi Senlin Di Meili Mimi,,,16377,28058,85,0,Fantasy
19918,Ni Hao! Baobao Dou,,,19130,28371,82,0,Fantasy
19919,Zhezhi Zongdongyuan: Zhi Bao Qibing,,,17171,28405,82,0,
19920,Tomodachi no Imouto ga Ore ni dake Uzai,6.4,8376,7987,2481,91017,416,"Comedy, Romance"
19921,Tensai Ouji no Akaji Kokka Saisei Jutsu,7.38,151681,2556,834,325311,1707,"Comedy, Fantasy"
19922,Goblin Slayer II,7.2,144316,3478,657,401633,3179,"Action, Adventure, Fantasy"
19923,Shikkakumon no Saikyou Kenja,6.22,139165,9035,936,289718,1212,"Action, Adventure, Fantasy"
19924,Shokei Shoujo no Virgin Road,6.76,63959,5766,1444,186632,777,"Action, Adventure, Fantasy"
19925,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",6.32,100892,8423,1108,246104,1416,"Action, Adventure, Fantasy"
19926,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,7.74,174012,1244,664,397436,2146,"Action, Adventure, Fantasy"
19927,Pan Xia Jiangmo Ji: Zhengjiu Jiayuan,,,19434,28796,77,0,
19928,Pan Xia Jiangmo Ji: Shouhu Jiayuan,,,19433,28795,77,0,
19929,Xiao Shiye Ketang: Yangsheng Pian,,,16475,28714,78,0,
19930,Xiao Shiye Ketang: Wenming Pian,,,16475,28542,80,0,
19931,Gui Ma Xiao Jingling: Kexue Changshi Bao Hulu,,,21699,28892,76,0,
19932,Jingwei Ma Ling Shu,,,17534,28750,78,0,
19933,Cai Bai Tong,,,20502,28469,81,0,
19934,Xiao Xingxing Hua Dian,,,16520,28895,76,0,
19935,Tangguo Taikong Aoyou Ji: Nengliang Zhi Xing,,,15599,28523,80,0,
19936,Tangguo Taikong Aoyou Ji: Xingqiu Chong Su,,,15600,28525,80,0,
19937,Xiao Tu Bandy,,,16489,28413,82,0,Fantasy
19938,Xiao Tu Bandy 2,,,16490,28144,84,0,Fantasy
19939,Xiao Tu Bandy: Xingji Qi Lu,,,16493,28099,85,0,Fantasy
19940,Xiao Tu Bandy: Haidao Tanxian Ji,,,16493,27929,86,0,Fantasy
19941,Xiao Tu Bandy: Fanhang Zongdongyuan,,,16491,28098,85,0,Fantasy
19942,Wei Wei Hou: Qingchun Fangxian,,,16154,27808,87,0,Fantasy
19943,Shikong Bowu Ka,,,15066,27583,89,0,Adventure
19944,Yangguang Shibing,,,16865,28770,78,0,
19945,Summertime Render,8.47,278920,162,367,652779,11059,"Mystery, Supernatural, Suspense"
19946,Juedui Lingyu A. F.,,,17619,24458,142,0,"Adventure, Fantasy"
19947,Juedui Lingyu: Ji Zhan Ji,,,17621,25292,123,0,"Adventure, Fantasy"
19948,Juedui Lingyu Fanwai Pian,,,17619,26987,97,0,Fantasy
19949,Bajiu Buli 2,,,20163,25746,116,0,Comedy
19950,Guaishou Jiazu,,,21679,27975,86,0,Fantasy
